decided to give it a try,0.0000001707,0.0064242424,0.0600000000
fried rice and an egg roll,0.0000000979,0.0036842105,0.1657894737
judge a book by its cover,0.0000000967,0.0036384145,0.1200676799
favorite chinese restaurant in the valley,0.0000000733,0.0027588239,0.1365617812
hole in the wall chinese food,0.0000000619,0.0023293808,0.0960869565
decided to give it a shot,0.0000000608,0.0022889588,0.0596334012
chinese food i have ever eaten,0.0000000532,0.0020000000,0.0900000000
best chinese food in the valley,0.0000000419,0.0015757576,0.0300000000
hard to find good chinese food,0.0000000392,0.0014732510,0.0662962963
hole in the wall chinese restaurant,0.0000000346,0.0013011795,0.0644083851
wouldn't go out of my way,0.0000000258,0.0009696970,0.0300000000
a huge fan of chinese food,0.0000000161,0.0006060606,0.0300000000
hands down the best chinese food,0.0000000150,0.0005656566,0.0700000000
my go to place for chinese,0.0000000140,0.0005252525,0.0200000000
one of the best chinese restaurants,0.0000000118,0.0004444444,0.0100000000
our go to place for chinese,0.0000000107,0.0004040404,0.0200000000
i've had in a long time,0.0000000107,0.0004040404,0.0100000000
you get a lot of food,0.0000000102,0.0003838384,0.0100000000
the best chinese food in town,0.0000000102,0.0003838384,0.0100000000
really wanted to like this place,0.0000000102,0.0003838384,0.0100000000
just the right amount of spice,0.0000000102,0.0003838384,0.0100000000
i ordered the general tso's chicken,0.0000000100,0.0003758639,0.0132894737
ordered the sweet and sour chicken,0.0000000093,0.0003508772,0.0157894737
have been coming here for years,0.0000000081,0.0003030303,0.0100000000
chinese food i have ever had,0.0000000081,0.0003030303,0.0100000000
have been going here for years,0.0000000075,0.0002828283,0.0100000000
one of the best chinese food,0.0000000064,0.0002424242,0.0100000000
chinese food this is the place,0.0000000064,0.0002424242,0.0100000000
by far the best chinese food,0.0000000064,0.0002424242,0.0100000000
worst chinese food i have ever,0.0000000059,0.0002222222,0.0100000000
but you get what you pay,0.0000000059,0.0002222222,0.0100000000
on my way home from work,0.0000000052,0.0001951515,0.0069000000
go to place for chinese food,0.0000000043,0.0001616162,0.0200000000
i have never had a bad,0.0000000005,0.0000202020,0.0100000000
